2823,0
2824,0
2825,0
2826,4.0182e+06
2827,0
2828,0
2829,0
2830,0
2831,4.0466e+06
2832,0
2833,0
2834,0
2835,0
2836,0
2837,0
2838,0
2839,2.0236e+06
2840,0
2841,0
2842,0
2843,0
2844,3.993e+06
2845,0
2846,0
2847,0
2848,0
2849,4.0023e+06
2850,0
2851,0
2852,0
2853,0
2854,0
2855,0
2856,0
2857,0
2858,0
2859,0
2860,0
2861,0
2862,4.2891e+06
2863,0
2864,0
2865,0
2866,0
2867,0
2868,0
2869,0
2870,3.9991e+06
2871,0
2872,0
2873,0
2874,0
2875,4.0009e+06
2876,0
2877,0
2878,0
2879,0
2880,0
2881,0
2882,0
2883,0
2884,0
2885,0
2886,0
2887,0
2888,4.0005e+06
2889,0
2890,0
2891,0
2892,0
2893,0
2894,0
2895,0
2896,0
2897,0
2898,0
2899,0
2900,0
2901,0
2902,0
2903,2.198e+06
2904,0
2905,0
2906,0
2907,0
2908,3.9998e+06
2909,0
2910,0
2911,0
2912,0
2913,3.9996e+06
2914,0
2915,0
2916,0
2917,0
2918,0
2919,0
2920,0
2921,0
2922,0
2923,0
2924,0
2925,0
2926,0
2927,0
2928,0
2929,0
2930,0
2931,0
2932,0
2933,0
2934,0
2935,0
2936,0
2937,0
2938,0
2939,0
2940,0
2941,0
2942,0
2943,0
2944,0
2945,0
2946,0
2947,0
2948,0
2949,0
2950,0
2951,3.9967e+06
2952,0
2953,0
2954,2.2596e+06
2955,0
2956,0
2957,0
2958,0
2959,3.9992e+06
2960,0
2961,0
2962,0
2963,0
2964,0
2965,0
2966,0
2967,0
2968,0
2969,0
2970,0
2971,3.9928e+06
2972,0
2973,0
2974,0
2975,0
2976,0
2977,0
2978,0
2979,2.0268e+06
2980,0
2981,0
2982,0
2983,0
2984,0
2985,0
2986,0
2987,0
2988,3.9998e+06
2989,0
2990,0
2991,0
2992,0
2993,0
2994,0
2995,3.9916e+06
2996,0
2997,0
2998,0
2999,0
3000,0
3001,0
3002,0
3003,0
3004,0
3005,0
3006,3.9981e+06
3007,0
3008,0
3009,0
3010,0
3011,3.9996e+06
3012,0
3013,2.0725e+06
3014,0
3015,0
3016,0
3017,0
3018,3.9944e+06
3019,0
3020,0
3021,0
3022,0
3023,4.3013e+06
3024,0
3025,2.0068e+06
3026,0
3027,0
3028,0
3029,0
3030,3.9927e+06
3031,0
3032,0
3033,0
3034,0
3035,4.0003e+06
3036,0
3037,0
3038,0
3039,0
3040,0
3041,0
3042,0
3043,0
3044,0
3045,0
3046,0
3047,3.9992e+06
3048,0
3049,0
3050,0
3051,0
3052,0
3053,0
3054,0
3055,0
3056,0
3057,0
3058,0
3059,4.0029e+06
3060,0
3061,0
3062,2.1925e+06
3063,0
3064,0
3065,0
3066,0
3067,0
3068,0
3069,0
3070,0
3071,0
3072,0
3073,0
3074,2.0835e+06
3075,0
3076,0
3077,0
3078,0
3079,3.9985e+06
3080,0
3081,0
3082,0
3083,0
3084,0
3085,0
3086,2.0171e+06
3087,0
3088,0
3089,0
3090,0
3091,3.9989e+06
3092,0
3093,0
3094,0
3095,0
3096,0
3097,0
3098,0
3099,0
3100,0
3101,0
3102,0
3103,0
3104,0
3105,0
3106,0
3107,0
3108,0
3109,0
3110,0
3111,2.1396e+06
3112,0
3113,0
3114,0
3115,0
3116,0
3117,0
3118,0
3119,0
3120,0
3121,0
3122,0
3123,19000
3124,0
3125,0
3126,0
3127,0
3128,0
3129,0
3130,0
3131,0
3132,4.0009e+06
3133,0
3134,0
3135,2.2136e+06
3136,0
3137,0
3138,0
3139,0
3140,0
3141,0
3142,0
3143,0
3144,0
3145,0
3146,0
3147,2.0293e+06
3148,0
3149,0
3150,0
3151,0
3152,3.9928e+06
3153,0
3154,0
3155,0
3156,0
3157,4.2834e+06
3158,0
3159,0
3160,0
3161,0
3162,0
3163,0
3164,0
3165,0
3166,0
3167,0
3168,0
3169,4.0003e+06
3170,0
3171,2.0894e+06
3172,0
3173,0
3174,0
3175,0
3176,3.9924e+06
3177,0
3178,0
3179,0
3180,0
3181,4.2192e+06
3182,0
3183,0
3184,0
3185,0
3186,0
3187,0
3188,3.9985e+06
3189,0
3190,0
3191,0
3192,0
3193,4.0781e+06
3194,0
3195,0
3196,0
3197,0
3198,0
3199,0
3200,0
3201,0
3202,0
3203,0
3204,0
3205,3.999e+06
3206,0
3207,0
3208,0
3209,0
3210,0
3211,0
3212,0
3213,0
3214,0
3215,0
3216,0
3217,3.9991e+06
3218,0
3219,0
3220,0
3221,0
3222,0
3223,0
3224,3.9988e+06
3225,0
3226,0
3227,0
3228,0
3229,3.999e+06
3230,0
3231,0
3232,0
3233,0
3234,4.0395e+06
3235,0
3236,0
3237,0
3238,0
3239,0
3240,0
3241,0
3242,0
3243,0
3244,0
3245,0
3246,0
3247,0
3248,0
3249,0
3250,0
3251,0
3252,0
3253,0
3254,0
3255,0
3256,0
3257,0
3258,4.0005e+06
3259,0
3260,0
3261,515300
3262,0
3263,0
3264,0
3265,0
3266,3.999e+06
3267,0
3268,0
3269,0
3270,0
3271,0
3272,0
3273,2.092e+06
3274,0
3275,0
3276,0
3277,0
3278,3.987e+06
3279,0
3280,0
3281,0
3282,0
3283,4.0011e+06
3284,0
3285,2.0809e+06
3286,0
3287,0
3288,0
3289,3.9878e+06
3290,0
3291,538500
3292,0
3293,515400
3294,530600
3295,517300
3296,529700
3297,528400
3298,529700
3299,524500
3300,526200
3301,529100
3302,517400
3303,0
3304,0
3305,0
3306,523700
3307,0
3308,0
3309,0
3310,0
3311,0
3312,0
3313,0
3314,0
3315,3.999e+06
3316,0
3317,0
3318,22100
3319,0
3320,0
3321,0
3322,0
3323,0
3324,0
3325,0
3326,0
3327,3.9988e+06
3328,0
3329,0
3330,0
3331,0
3332,4.0207e+06
3333,0
3334,0
3335,2.5145e+06
3336,0
3337,0
3338,0
3339,0
3340,0
3341,0
3342,0
3343,0
3344,4.0003e+06
3345,0
3346,0
3347,0
3348,0
3349,4.0197e+06
3350,0
3351,0
3352,0
3353,0
3354,0
3355,0
3356,0
3357,0
3358,3.9998e+06
3359,0
3360,0
3361,0
3362,0
3363,4.0233e+06
3364,0
3365,0
3366,0
3367,0
3368,0
3369,0
3370,0
3371,0
3372,0
3373,0
3374,0
3375,2.162e+06
3376,0
3377,0
3378,0
3379,0
3380,0
3381,0
3382,0
3383,0
3384,3.9992e+06
3385,0
3386,0
3387,0
3388,0
3389,4.045e+06
3390,0
3391,0
3392,0
3393,0
3394,0
3395,0
3396,0
3397,0
3398,0
3399,0
3400,0
3401,2.1356e+06
3402,0
3403,0
3404,0
3405,0
3406,0
3407,0
3408,0
3409,0
3410,4.0023e+06
3411,0
3412,0
3413,0
3414,0
3415,0
3416,0
3417,0
3418,0
3419,0
3420,0
3421,0
3422,0
3423,0
3424,0
3425,0
3426,0
3427,4.001e+06
3428,0
3429,0
3430,0
3431,0
3432,0
3433,0
3434,0
3435,0
3436,3.9896e+06
3437,0
3438,0
3439,0
3440,0
3441,3.9991e+06
3442,0
3443,0
3444,0
3445,0
3446,0
3447,0
3448,0
3449,0
3450,0
3451,0
3452,0
3453,4e+06
3454,0
3455,0
3456,0
3457,0
3458,0
3459,0
3460,0
3461,0
3462,0
3463,0
3464,0
3465,0
3466,0
3467,3.9989e+06
3468,0
3469,0
3470,0
3471,0
3472,0
3473,0
3474,0
3475,0
3476,3.9937e+06
3477,0
3478,0
3479,0
3480,0
3481,0
3482,0
3483,2.1577e+06
3484,0
3485,0
3486,0
3487,0
3488,0
3489,0
3490,0
3491,0
3492,4.0008e+06
3493,0
3494,0
3495,0
3496,3.5139e+06
3497,0
3498,0
3499,2.5145e+06
3500,0
3501,0
3502,0
3503,0
3504,0
3505,0
3506,0
3507,0
3508,3.9996e+06
3509,0
3510,0
3511,0
3512,0
3513,0
3514,0
3515,3.9834e+06
3516,0
3517,0
3518,0
3519,0
3520,0
3521,0
3522,0
3523,0
3524,4.0428e+06
3525,0
3526,0
3527,0
3528,0
3529,0
3530,0
3531,0
3532,0
3533,3.9994e+06
3534,0
3535,0
3536,2.4787e+06
3537,0
3538,0
3539,0
3540,0
3541,0
3542,0
3543,0
3544,0
3545,0
3546,0
3547,1.8687e+06
3548,0
3549,0
3550,0
3551,0
3552,4.0002e+06
3553,0
3554,0
3555,0
3556,0
3557,0
3558,0
3559,2.1333e+06
3560,0
3561,0
3562,0
3563,0
3564,0
3565,0
3566,0
3567,0
3568,4.0001e+06
3569,0
3570,0
3571,0
3572,0
3573,0
3574,0
3575,0
3576,0
3577,3.9496e+06
3578,0
3579,0
3580,0
3581,0
3582,0
3583,0
3584,0
3585,0
3586,4.0223e+06
3587,0
3588,0
3589,0
3590,0
3591,534700
3592,524000
3593,0
3594,0
3595,2.0125e+06
3596,0
3597,2.0256e+06
3598,0
3599,0
3600,0
3601,0
3602,3.9861e+06
3603,0
3604,0
3605,0
3606,4.0001e+06
3607,0
3608,0
3609,0
3610,0
3611,0
3612,0
3613,3.9891e+06
3614,0
3615,0
3616,0
3617,0
3618,0
3619,0
3620,0
3621,0
3622,0
3623,0
3624,0
3625,0
3626,3.9539e+06
3627,0
3628,0
3629,0
3630,0
3631,0
3632,0
3633,0
3634,0
3635,4.0182e+06
3636,0
3637,0
3638,0
3639,0
3640,0
3641,0
3642,0
3643,0
3644,4.0008e+06
3645,0
3646,0
3647,0
3648,0
3649,0
3650,0
3651,0
3652,0
3653,0
3654,0
3655,0
3656,3.9985e+06
3657,0
3658,0
3659,0
3660,4.0004e+06
3661,0
3662,0
3663,0
3664,0
3665,0
3666,0
3667,0
3668,0
3669,3.9821e+06
3670,0
3671,0
3672,0
3673,0
3674,0
3675,0
3676,2.1587e+06
3677,0
3678,0
3679,0
3680,3.9899e+06
3681,0
3682,0
3683,0
3684,0
3685,0
3686,0
3687,2.1502e+06
3688,0
3689,0
3690,0
3691,0
3692,0
3693,0
3694,0
3695,0
3696,0
3697,0
3698,1.9064e+06
3699,0
3700,0
3701,0
3702,0
3703,3.9986e+06
3704,0
3705,0
3706,0
3707,4.0001e+06
3708,0
3709,0
3710,0
3711,0
3712,0
3713,0
3714,3.9888e+06
3715,0
3716,0
3717,0
3718,3.9997e+06
3719,0
3720,0
3721,0
3722,0
3723,0
3724,0
3725,0
3726,0
3727,3.9432e+06
3728,0
3729,0
3730,0
3731,0
3732,0
3733,0
3734,2.1663e+06
3735,0
3736,0
3737,0
3738,3.991e+06
3739,0
3740,0
3741,0
3742,0
3743,0
3744,0
3745,0
3746,0
3747,0
3748,0
3749,3.9928e+06
3750,0
3751,0
3752,0
3753,0
3754,0
3755,0
3756,0
3757,0
3758,0
3759,0
3760,3.9986e+06
3761,0
3762,0
3763,0
3764,0
3765,0
3766,0
3767,2.2496e+06
3768,0
3769,0
3770,0
3771,4e+06
3772,0
3773,0
3774,0
3775,0
3776,0
3777,0
3778,0
3779,0
3780,4.0173e+06
3781,0
3782,0
3783,0
3784,0
3785,0
3786,0
3787,0
3788,0
3789,0
3790,0
3791,0
3792,0
3793,0
3794,0
3795,3.9913e+06
3796,0
3797,0
3798,0
3799,0
3800,0
3801,0
3802,0
3803,0
3804,4.06e+06
3805,0
3806,0
3807,0
3808,3.9497e+06
3809,0
3810,0
3811,0
3812,0
3813,0
3814,0
3815,0
3816,0
3817,4.025e+06
3818,0
3819,0
3820,0
3821,3.9877e+06
3822,0
3823,0
3824,0
3825,0
3826,0
3827,0
3828,0
3829,0
3830,4.0269e+06
3831,0
3832,0
3833,0
3834,3.9827e+06
3835,0
3836,0
3837,0
3838,0
3839,0
3840,0
3841,514800
3842,0
3843,0
3844,0
3845,4.0009e+06
3846,0
3847,0
3848,0
3849,3.9998e+06
3850,0
3851,0
3852,0
3853,0
3854,0
3855,0
3856,3.9903e+06
3857,0
3858,0
3859,0
3860,3.9973e+06
3861,0
3862,0
3863,0
3864,0
3865,0
3866,0
3867,0
3868,0
3869,3.9869e+06
3870,0
3871,0
3872,0
3873,3.9997e+06
3874,0
3875,0
3876,0
3877,0
3878,0
3879,0
3880,0
3881,0
3882,0
3883,0
3884,3.9993e+06
3885,0
3886,0
3887,0
3888,0
3889,0
3890,0
3891,0
3892,0
3893,0
3894,0
3895,0
3896,0
3897,4.0001e+06
3898,0
3899,0
3900,0
3901,4.0151e+06
3902,0
3903,0
3904,0
3905,0
3906,0
3907,0
3908,0
3909,0
3910,0
3911,0
3912,2.0011e+06
3913,0
3914,0
3915,0
3916,3.9971e+06
3917,0
3918,0
3919,0
3920,3.9999e+06
3921,0
3922,0
3923,0
3924,0
3925,0
3926,0
3927,3.9903e+06
3928,0
3929,0
3930,0
3931,3.9999e+06
3932,0
3933,0
3934,0
3935,0
3936,0
3937,0
3938,0
3939,0
3940,0
3941,0
3942,0
3943,0
3944,3.999e+06
3945,0
3946,0
3947,0
3948,4.0003e+06
3949,0
3950,0
3951,0
3952,0
3953,0
3954,0
3955,0
3956,0
3957,0
3958,0
3959,0
3960,0
3961,3.999e+06
3962,0
3963,0
3964,0
3965,0
3966,0
3967,0
3968,0
3969,3.9979e+06
3970,0
3971,0
3972,0
3973,3.9996e+06
3974,0
3975,0
3976,0
3977,0
3978,0
3979,0
3980,0
3981,0
3982,0
3983,0
3984,0
3985,0
3986,4.0013e+06
3987,928200
3988,1.0257e+06
3989,0
3990,0
3991,0
3992,3.9905e+06
3993,0
3994,0
3995,0
3996,3.9998e+06
3997,0
3998,0
3999,0
4000,3.3917e+06
4001,0
4002,0
4003,0
4004,3.9929e+06
4005,0
4006,0
4007,0
4008,4.0003e+06
4009,0
4010,0
4011,0
4012,0
4013,0
4014,0
4015,2.5165e+06
4016,0
4017,0
4018,0
4019,3.9988e+06
4020,0
4021,0
4022,0
4023,0
4024,0
4025,0
4026,0
4027,0
4028,0
4029,0
4030,3.9886e+06
4031,0
4032,0
4033,0
4034,3.9996e+06
4035,0
4036,2.2516e+06
4037,0
4038,0
4039,0
4040,3.9883e+06
4041,0
4042,0
4043,0
4044,0
4045,0
4046,0
4047,0
4048,0
4049,8900
4050,0
4051,0
4052,0
4053,0
4054,0
4055,0
4056,0
4057,3.9993e+06
4058,0
4059,0
4060,0
4061,4.023e+06
4062,0
4063,0
4064,0
4065,3.9862e+06
4066,0
4067,0
4068,0
4069,4.0005e+06
4070,0
4071,2.0923e+06
4072,0
4073,0
4074,0
4075,0
4076,0
4077,0
4078,0
4079,0
4080,0
4081,0
4082,0
4083,0
4084,0
4085,0
4086,0
4087,0
4088,0
4089,4.0016e+06
4090,0
4091,1.8571e+06
4092,0
4093,0
4094,0
4095,3.9999e+06
4096,0
4097,0
4098,0
4099,4.0007e+06
4100,0
4101,0
4102,0
4103,0
4104,0
4105,3.9861e+06
4106,0
4107,0
4108,0
4109,4.0023e+06
4110,0
4111,2.1428e+06
4112,0
4113,0
4114,0
4115,0
4116,0
4117,0
4118,0
4119,0
4120,0
4121,0
4122,0
4123,0
4124,0
4125,0
4126,0
4127,0
4128,3.9996e+06
4129,0
4130,2.1169e+06
4131,0
4132,0
4133,0
4134,3.9845e+06
4135,0
4136,0
4137,0
4138,3.9989e+06
4139,929500
4140,1.0273e+06
4141,0
4142,0
4143,0
4144,0
4145,0
4146,0
4147,0
4148,0
4149,0
4150,0
4151,2.0524e+06
4152,0
4153,0
4154,0
4155,3.9903e+06
4156,0
4157,0
4158,0
4159,3.9997e+06
4160,0
4161,0
4162,0
4163,4.0292e+06
4164,0
4165,0
4166,0
4167,3.9808e+06
4168,0
4169,0
4170,0
4171,3.999e+06
4172,0
4173,2.128e+06
4174,0
4175,0
4176,0
4177,0
4178,0
4179,0
4180,0
4181,0
4182,0
4183,0
4184,0
4185,0
4186,0
4187,0
4188,3.9903e+06
4189,0
4190,0
4191,0
4192,4.0003e+06
4193,0
4194,0
4195,0
4196,4.0192e+06
4197,0
4198,0
4199,0
4200,3.9899e+06
4201,0
4202,0
4203,0
4204,4.0008e+06
4205,0
4206,1.9171e+06
4207,0
4208,0
4209,0
4210,0
4211,0
4212,0
4213,0
4214,0
4215,0
4216,0
4217,0
4218,0
4219,0
4220,0
4221,0
4222,0
4223,0
4224,0
4225,0
4226,0
4227,0
4228,2.2742e+06
4229,0
4230,0
4231,0
4232,3.9838e+06
4233,0
4234,0
4235,0
4236,4.0001e+06
4237,0
4238,2.3396e+06
4239,0
4240,0
4241,0
4242,3.9903e+06
4243,0
4244,0
4245,0
4246,3.9992e+06
4247,0
4248,0
4249,0
4250,4.0502e+06
4251,0
4252,0
4253,0
4254,3.9609e+06
4255,0
4256,0
4257,0
4258,3.9991e+06
4259,0
4260,0
4261,0
4262,4.0201e+06
4263,0
4264,0
4265,0
4266,3.989e+06
4267,0
4268,0
4269,0
4270,4.0004e+06
4271,0
4272,0
4273,0
4274,4.0194e+06
4275,0
4276,0
4277,0
4278,3.9897e+06
4279,0
4280,0
4281,0
4282,3.9993e+06
4283,0
4284,2.0589e+06
4285,0
4286,0
4287,0
4288,3.9881e+06
4289,0
4290,0
4291,0
4292,3.9998e+06
4293,0
4294,0
4295,0
4296,4.0501e+06
4297,0
4298,0
4299,0
4300,3.958e+06
4301,0
4302,0
4303,0
4304,4.0001e+06
4305,0
4306,0
4307,0
4308,4.0187e+06
4309,0
4310,0
4311,0
4312,3.9907e+06
4313,0
4314,0
4315,0
4316,4.0023e+06
4317,0
4318,2.3159e+06
4319,0
4320,0
4321,0
4322,3.9991e+06
4323,0
4324,0
4325,0
4326,4.0396e+06
4327,0
4328,2.0156e+06
4329,0
4330,0
4331,0
4332,3.9988e+06
4333,0
4334,0
4335,0
4336,4.1151e+06
4337,0
4338,2.0132e+06
4339,0
4340,0
4341,0
4342,3.9983e+06
4343,0
4344,0
4345,0
4346,4.0213e+06
4347,0
4348,2.0125e+06
4349,0
4350,0
4351,0
4352,4.0002e+06
4353,0
4354,0
4355,0
4356,4.054e+06
4357,0
4358,1.5138e+06
4359,0
4360,0
4361,0
4362,3.9986e+06
4363,0
4364,0
4365,0
4366,4.3104e+06
4367,0
4368,2.014e+06
4369,0
4370,0
4371,0
4372,3.9989e+06
4373,0
4374,0
4375,0
4376,4.0006e+06
4377,0
4378,2.1643e+06
4379,0
4380,0
4381,0
4382,3.9909e+06
4383,0
4384,0
4385,0
4386,3.9375e+06
4387,0
4388,0
4389,0
4390,0
4391,0
4392,0
4393,0
4394,0
4395,3.9995e+06
4396,0
4397,0
4398,0
4399,3.9989e+06
4400,0
4401,0
4402,0
4403,4.0012e+06
4404,0
4405,0
4406,0
4407,3.9997e+06
4408,0
4409,0
4410,0
4411,4.0187e+06
4412,0
4413,0
4414,0
4415,3.9916e+06
4416,0
4417,0
4418,0
4419,4.001e+06
4420,0
4421,0
4422,0
4423,4.0179e+06
4424,0
4425,0
4426,0
4427,3.9911e+06
4428,0
4429,0
4430,0
4431,3.9999e+06
4432,0
4433,0
4434,0
4435,0
4436,0
4437,0
4438,0
4439,0
4440,0
4441,794400
4442,0
4443,0
4444,0
4445,0
4446,0
4447,0
4448,0
4449,0
4450,0
4451,0
4452,0
4453,0
4454,0
4455,0
4456,0
4457,0
4458,0
4459,0
4460,0
4461,0
4462,0
4463,0
4464,0
4465,513500
4466,0
4467,0
4468,0
4469,3.9991e+06
4470,0
4471,0
4472,0
4473,4.0006e+06
4474,0
4475,0
4476,0
4477,0
4478,0
4479,0
4480,0
4481,0
4482,0
4483,0
4484,4.0011e+06
4485,0
4486,0
4487,0
4488,4.0208e+06
4489,0
4490,0
4491,0
4492,3.9895e+06
4493,0
4494,0
4495,0
4496,3.9991e+06
4497,0
4498,2.1229e+06
4499,0
4500,0
4501,0
4502,3.9874e+06
4503,0
4504,0
4505,0
4506,0
4507,0
4508,0
4509,0
4510,0
4511,0
4512,0
4513,0
4514,0
4515,0
4516,0
4517,0
4518,0
4519,0
4520,0
4521,4.0244e+06
4522,0
4523,0
4524,0
4525,3.9861e+06
4526,0
4527,0
4528,0
4529,3.9998e+06
4530,0
4531,2.1217e+06
4532,0
4533,0
4534,0
4535,3.9994e+06
4536,0
4537,0
4538,0
4539,4.0765e+06
4540,0
4541,0
4542,0
4543,0
4544,0
4545,0
4546,0
4547,0
4548,3.9063e+06
4549,0
4550,2.0139e+06
4551,0
4552,0
4553,0
4554,4.0006e+06
4555,0
4556,0
4557,0
4558,0
4559,0
4560,0
4561,3.2083e+06
4562,0
4563,0
4564,0
4565,0
4566,0
4567,0
4568,0
4569,0
4570,0
4571,0
4572,0
4573,0
4574,0
4575,0
4576,0
4577,0
4578,4.0002e+06
4579,0
4580,1.981e+06
4581,0
4582,0
4583,0
4584,3.9994e+06
4585,0
4586,0
4587,0
4588,910400
4589,1.0287e+06
4590,0
4591,0
4592,0
4593,0
4594,0
4595,0
4596,3.9993e+06
4597,1.1907e+06
4598,1.0246e+06
4599,0
4600,0
4601,0
4602,3.9897e+06
4603,0
4604,0
4605,0
4606,4.0001e+06
4607,1.5463e+06
4608,0
4609,0
4610,0
4611,3.9905e+06
4612,0
4613,0
4614,0
4615,3.9997e+06
4616,0
4617,0
4618,0
4619,0
4620,0
4621,3.9902e+06
4622,0
4623,0
4624,0
4625,3.9995e+06
4626,0
4627,2.2016e+06
4628,0
4629,0
4630,0
4631,0
4632,0
4633,0
4634,0
4635,0
4636,0
4637,0
4638,0
4639,0
4640,0
4641,0
4642,3.9628e+06
4643,0
4644,0
4645,0
4646,0
4647,0
4648,515100
4649,0
4650,0
4651,0
4652,0
4653,0
4654,0
4655,0
4656,0
4657,0
4658,0
4659,4.0275e+06
4660,0
4661,0
4662,0
4663,3.9833e+06
4664,0
4665,0
4666,0
4667,0
4668,0
4669,0
4670,0
4671,0
4672,0
4673,3.9893e+06
4674,0
4675,0
4676,0
4677,3.9991e+06
4678,0
4679,0
4680,0
4681,0
4682,0
4683,0
4684,0
4685,843300
4686,1.0139e+06
4687,1.0106e+06
4688,1.0123e+06
4689,0
4690,2.5241e+06
4691,0
4692,0
4693,0
4694,3.9893e+06
4695,0
4696,0
4697,0
4698,4.0023e+06
4699,0
4700,0
4701,0
4702,0
4703,0
4704,3.9886e+06
4705,0
4706,0
4707,0
4708,3.9989e+06
4709,0
4710,2.0811e+06
4711,0
4712,0
4713,0
4714,0
4715,0
4716,0
4717,0
4718,0
4719,0
4720,0
4721,4.0442e+06
4722,0
4723,0
4724,0
4725,3.9658e+06
4726,0
4727,0
4728,0
4729,0
4730,0
4731,0
4732,0
4733,0
4734,0
4735,0
4736,0
4737,0
4738,0
4739,3.9997e+06
4740,0
4741,0
4742,0
4743,4.0189e+06
4744,0
4745,0
4746,0
4747,0
4748,0
4749,0
4750,0
4751,0
4752,2.0839e+06
4753,0
4754,0
4755,0
4756,3.9893e+06
4757,0
4758,0
4759,0
4760,0
4761,0
4762,0
4763,0
4764,0
4765,0
4766,0
4767,0
4768,0
4769,0
4770,3.9998e+06
4771,0
4772,0
4773,0
4774,0
4775,0
4776,0
4777,0
4778,0
4779,0
4780,0
4781,4.0003e+06
4782,0
4783,2.3904e+06
4784,0
4785,0
4786,0
4787,3.9997e+06
4788,0
4789,0
4790,0
4791,0
4792,0
4793,0
4794,0
4795,0
4796,0
4797,3.986e+06
4798,0
4799,0
4800,0
4801,3.9995e+06
4802,0
4803,0
4804,0
4805,0
4806,0
4807,0
4808,0
4809,0
4810,0
4811,0
4812,4.0007e+06
4813,0
4814,0
4815,0
4816,0
4817,0
4818,0
4819,0
4820,0
4821,0
4822,0
4823,3.9994e+06
4824,0
4825,2.323e+06
4826,0
4827,0
4828,0
4829,3.9893e+06
4830,0
4831,0
4832,0
4833,0
4834,0
4835,0
4836,4.0358e+06
4837,0
4838,0
4839,0
4840,3.9742e+06
4841,0
4842,0
4843,0
4844,0
4845,0
4846,0
4847,4.0189e+06
4848,0
4849,0
4850,0
4851,3.9897e+06
4852,0
4853,0
4854,0
4855,0
4856,0
4857,0
4858,0
4859,0
4860,3.9888e+06
4861,0
4862,0
4863,0
4864,3.9999e+06
4865,0
4866,0
4867,4.0233e+06
4868,0
4869,0
4870,0
4871,3.9882e+06
4872,0
4873,0
4874,0
4875,0
4876,0
4877,0
4878,4.0024e+06
4879,0
4880,0
4881,0
4882,3.9496e+06
4883,0
4884,0
4885,0
4886,0
4887,0
4888,0
4889,4.0626e+06
4890,0
4891,0
4892,0
4893,0
4894,0
4895,0
4896,3.9992e+06
4897,0
4898,1.8365e+06
4899,0
4900,0
4901,0
4902,0
4903,0
4904,0
4905,3.9997e+06
4906,0
4907,0
4908,0
4909,0
4910,0
4911,2.5161e+06
4912,0
4913,0
4914,0
4915,0
4916,0
4917,0
4918,4.0011e+06
4919,0
4920,0
4921,0
4922,4.0188e+06
4923,0
4924,0
4925,0
4926,0
4927,0
4928,0
4929,3.9998e+06
4930,0
4931,2.1342e+06
4932,0
4933,0
4934,0
4935,0
4936,0
4937,0
4938,3.9996e+06
4939,0
4940,0
4941,0
4942,4.0505e+06
4943,0
4944,0
4945,3.9615e+06
4946,0
4947,0
4948,0
4949,3.9964e+06
4950,0
4951,2.2504e+06
4952,0
4953,0
4954,0
4955,0
4956,0
4957,0
4958,4.0008e+06
4959,0
4960,2.1428e+06
4961,0
4962,0
4963,0
4964,0
4965,0
4966,0
4967,4.0667e+06
4968,0
4969,2.0181e+06
4970,0
4971,0
4972,0
4973,0
4974,0
4975,0
4976,4.0006e+06
4977,0
4978,0
4979,0
4980,4.3705e+06
4981,0
4982,2.0182e+06
4983,0
4984,0
4985,0
4986,3.9983e+06
4987,0
4988,0
4989,0
4990,0
4991,2.2261e+06
4992,0
4993,0
4994,0
4995,3.9979e+06
4996,0
4997,0
4998,4.0007e+06
4999,0
5000,2.3476e+06
5001,0
5002,0
5003,0
5004,3.9999e+06
5005,0
5006,0
5007,0
5008,0
5009,2.1644e+06
5010,0
5011,0
5012,0
5013,3.9871e+06
5014,0
5015,0
5016,0
5017,0
5018,0
5019,0
5020,0
5021,0
5022,3.9907e+06
5023,0
5024,0
5025,0
5026,3.9989e+06
5027,0
5028,0
5029,4.0175e+06
5030,0
5031,0
5032,0
5033,3.9916e+06
5034,0
5035,0
5036,0
5037,0
5038,1.8649e+06
5039,0
5040,0
5041,0
5042,3.9995e+06
5043,0
5044,0
5045,0
5046,0
5047,0
5048,0
5049,0
5050,0
5051,0
5052,0
5053,0
5054,0
5055,0
5056,3.9982e+06
5057,0
5058,2.0968e+06
5059,0
5060,0
5061,0
5062,0
5063,0
5064,0
5065,4.0022e+06
5066,0
5067,0
5068,4.0011e+06
5069,0
5070,0
5071,0
5072,3.9824e+06
5073,0
5074,0
5075,4.0014e+06
5076,0
5077,2.2081e+06
5078,0
5079,0
5080,0
5081,0
5082,0
5083,0
5084,3.9985e+06
5085,0
5086,0
5087,0
5088,0
5089,0
5090,0
5091,3.9835e+06
5092,0
5093,0
5094,0
5095,4.0001e+06
5096,0
5097,0
5098,4.0019e+06
5099,0
5100,0
5101,0
5102,3.9208e+06
5103,0
5104,0
5105,3.9991e+06
5106,0
5107,0
5108,0
5109,4.0009e+06
5110,0
5111,0
5112,0
5113,0
5114,0
5115,0
5116,4.0005e+06
5117,0
5118,0
5119,4.0017e+06
5120,0
5121,0
5122,0
5123,0
5124,0
5125,3.9853e+06
5126,0
5127,0
5128,4.0002e+06
5129,0
5130,0
5131,0
5132,3.9987e+06
5133,0
5134,0
5135,0
5136,0
5137,0
5138,0
5139,4.0008e+06
5140,0
5141,0
5142,4.0001e+06
5143,0
5144,0
5145,0
5146,3.9995e+06
5147,0
5148,0
5149,3.9998e+06
5150,0
5151,0
5152,0
5153,3.9997e+06
5154,0
5155,0
5156,4.0045e+06
5157,0
5158,0
5159,0
5160,3.996e+06
5161,0
5162,0
5163,3.9998e+06
5164,0
5165,0
5166,0
5167,52700
5168,0
5169,0
